TSNE1,TSNE2,target_band_rounded,target_band_group_pr
-37.454964,-0.93190145,5.5,mid_5_5_6
-11.32326,12.825542,6.5,upper_mid_6_5_7
-2.0964143,3.2533545,5.5,mid_5_5_6
-7.721166,-21.02926,5.5,mid_5_5_6
2.1530707,-29.25709,3.5,low_0_4
-6.5286713,-5.4628706,8.0,high_7_5_8
-3.1920779,-5.750551,5.5,mid_5_5_6
-30.048988,-20.9452,4.5,lower_mid_4_5_5
-16.304968,-3.21491,5.0,lower_mid_4_5_5
-25.353628,-7.776478,8.0,high_7_5_8
-14.252499,26.819107,8.0,high_7_5_8
38.903206,20.229095,4.0,low_0_4
-20.226772,-9.583949,7.5,high_7_5_8
-24.918097,15.580191,6.0,mid_5_5_6
-36.600426,-8.075408,5.5,mid_5_5_6
12.312199,-2.5769923,8.0,high_7_5_8
-20.43308,11.078171,8.5,very_high_8_5_9
2.887056,13.725349,5.5,mid_5_5_6
-7.7248864,-23.383867,6.5,upper_mid_6_5_7
49.662453,1.3422911,8.0,high_7_5_8
13.628575,-1.8111856,7.0,upper_mid_6_5_7
-3.8376365,-23.82392,4.0,low_0_4
0.110374,19.245329,7.0,upper_mid_6_5_7
2.2052243,18.77398,6.5,upper_mid_6_5_7
-33.825512,-4.2569957,6.5,upper_mid_6_5_7
-25.855162,-5.194824,7.5,high_7_5_8
40.437786,1.3887944,5.5,mid_5_5_6
-33.700752,4.479405,6.5,upper_mid_6_5_7
5.656461,-15.46497,5.0,lower_mid_4_5_5
-5.0405726,-0.20714419,6.5,upper_mid_6_5_7
10.161102,-8.012957,4.0,low_0_4
-31.627625,-1.8550828,7.0,upper_mid_6_5_7
13.139115,18.111164,3.5,low_0_4
28.48306,-8.698058,6.0,mid_5_5_6
-9.318713,-9.831648,5.0,lower_mid_4_5_5
-12.170469,15.480665,3.5,low_0_4
-14.647594,21.293976,9.0,very_high_8_5_9
-4.145097,1.712965,7.5,high_7_5_8
-27.642782,29.068962,7.5,high_7_5_8
11.678145,0.26648444,6.0,mid_5_5_6
-38.0896,12.784795,4.0,low_0_4
-19.78926,18.037756,6.0,mid_5_5_6
8.774947,8.358657,5.0,lower_mid_4_5_5
-30.651575,-23.562407,6.5,upper_mid_6_5_7
-24.49415,23.018393,8.0,high_7_5_8
-19.59519,-4.761799,7.5,high_7_5_8
0.98571587,24.866936,8.5,very_high_8_5_9
-10.425822,28.645622,5.5,mid_5_5_6
-22.780651,6.8685484,6.0,mid_5_5_6
-22.827736,-2.3216019,6.5,upper_mid_6_5_7
60.51123,-18.362963,7.0,upper_mid_6_5_7
1.451329,-14.04596,7.0,upper_mid_6_5_7
8.46379,19.650267,6.0,mid_5_5_6
18.241125,13.236896,5.5,mid_5_5_6
5.3723507,20.463257,6.0,mid_5_5_6
-18.899231,-28.82623,7.0,upper_mid_6_5_7
9.853943,-15.619747,6.0,mid_5_5_6
-0.67184293,-18.224138,7.0,upper_mid_6_5_7
-12.451985,-15.365314,6.0,mid_5_5_6
30.096994,-0.024912043,4.0,low_0_4
5.1189103,-10.31142,4.0,low_0_4
35.024727,-5.132966,8.0,high_7_5_8
6.8828554,16.590141,6.0,mid_5_5_6
-12.477427,-37.80747,2.5,low_0_4
-17.818207,16.274683,5.5,mid_5_5_6
20.845453,16.35002,3.5,low_0_4
-34.833,11.211191,7.5,high_7_5_8
9.023351,10.012818,5.0,lower_mid_4_5_5
33.722214,-7.018822,6.0,mid_5_5_6
-9.097745,34.19682,4.5,lower_mid_4_5_5
17.034195,-2.9595413,6.0,mid_5_5_6
56.496704,-17.022482,9.0,very_high_8_5_9
0.17705017,-26.027658,4.0,low_0_4
4.742379,-37.088303,7.0,upper_mid_6_5_7
-19.133015,19.666748,7.5,high_7_5_8
-38.346695,-1.6954567,6.0,mid_5_5_6
16.68589,17.737936,5.5,mid_5_5_6
-12.691667,27.098433,7.0,upper_mid_6_5_7
-15.857971,30.406282,3.5,low_0_4
-31.12593,-0.6426662,7.5,high_7_5_8
17.586193,11.298184,7.5,high_7_5_8
-4.6771545,-17.416431,6.0,mid_5_5_6
-22.798882,-2.3333752,6.5,upper_mid_6_5_7
17.082865,23.407015,3.5,low_0_4
-1.1189839,20.564192,4.0,low_0_4
-34.978943,-15.521681,3.5,low_0_4
37.248512,20.836384,7.0,upper_mid_6_5_7
-10.813924,-19.099512,6.5,upper_mid_6_5_7
-27.94792,4.7353706,7.5,high_7_5_8
-16.23454,9.857761,6.0,mid_5_5_6
38.13062,-4.385543,7.0,upper_mid_6_5_7
46.01447,-11.757983,4.0,low_0_4
-27.37779,4.6020336,6.5,upper_mid_6_5_7
17.399504,5.436631,6.5,upper_mid_6_5_7
8.024788,17.826685,4.0,low_0_4
9.174265,17.176676,6.0,mid_5_5_6
46.11313,0.69582427,8.0,high_7_5_8
39.44448,-19.376476,8.5,very_high_8_5_9
-8.949485,19.758625,6.0,mid_5_5_6
40.500816,-9.83439,5.0,lower_mid_4_5_5
-28.757858,-14.491055,3.5,low_0_4
33.34778,22.619267,7.0,upper_mid_6_5_7
-18.617573,-2.2419298,6.5,upper_mid_6_5_7
-11.145573,18.17967,6.0,mid_5_5_6
-0.43493825,-11.103932,7.0,upper_mid_6_5_7
-19.968752,14.826373,6.5,upper_mid_6_5_7
-6.780163,6.801916,6.0,mid_5_5_6
-28.490805,20.869633,6.5,upper_mid_6_5_7
16.440775,-0.3862728,4.0,low_0_4
-3.959072,21.73217,6.0,mid_5_5_6
57.016045,-16.682077,7.0,upper_mid_6_5_7
-4.7504263,-29.159416,4.5,lower_mid_4_5_5
-14.819381,-25.376165,7.0,upper_mid_6_5_7
1.5358224,-33.34744,4.5,lower_mid_4_5_5
39.272514,-11.390777,6.0,mid_5_5_6
-6.692877,-21.456741,4.0,low_0_4
-3.3855186,1.8437523,7.0,upper_mid_6_5_7
4.0864496,-8.944298,7.0,upper_mid_6_5_7
18.446522,-14.523307,3.5,low_0_4
43.311363,-8.764682,6.5,upper_mid_6_5_7
-3.385226,-0.743233,6.0,mid_5_5_6
-0.08263977,-4.3018436,5.0,lower_mid_4_5_5
-1.6654254,-8.312724,6.0,mid_5_5_6
-32.18252,-2.4847963,8.0,high_7_5_8
-17.570307,-18.887663,7.5,high_7_5_8
33.84634,-14.917831,6.0,mid_5_5_6
37.273396,1.4847142,3.0,low_0_4
26.833717,16.249863,6.5,upper_mid_6_5_7
-21.362953,18.92163,7.0,upper_mid_6_5_7
-1.8029681,2.0175326,5.5,mid_5_5_6
-7.9045653,10.285691,6.5,upper_mid_6_5_7
15.809634,23.79657,5.0,lower_mid_4_5_5
12.158493,12.415692,6.0,mid_5_5_6
-27.62749,-17.172518,5.5,mid_5_5_6
-8.232108,-16.627531,8.0,high_7_5_8
60.642944,-18.58142,7.0,upper_mid_6_5_7
42.49528,-19.808825,9.0,very_high_8_5_9
7.1640663,23.622513,5.5,mid_5_5_6
-39.321293,-6.192541,5.5,mid_5_5_6
-3.7225208,-12.911576,3.5,low_0_4
14.160668,30.02658,4.0,low_0_4
-35.828217,19.378199,5.0,lower_mid_4_5_5
-1.7516192,45.81823,6.0,mid_5_5_6
-22.985638,-0.89707524,8.0,high_7_5_8
-5.611013,20.973333,6.0,mid_5_5_6
-17.181046,-21.013277,6.0,mid_5_5_6
43.415916,-4.207188,7.5,high_7_5_8
-19.677471,25.77383,7.0,upper_mid_6_5_7
34.782978,-22.253906,3.0,low_0_4
19.10636,-0.021553088,6.0,mid_5_5_6
9.751338,29.972912,5.5,mid_5_5_6
8.671996,9.464213,4.0,low_0_4
33.51413,-6.648668,7.5,high_7_5_8
47.866367,-5.3018346,8.0,high_7_5_8
-38.064384,4.774604,6.5,upper_mid_6_5_7
-5.6171265,20.964613,5.0,lower_mid_4_5_5
10.933167,4.6415563,6.5,upper_mid_6_5_7
-32.19384,0.8021446,6.5,upper_mid_6_5_7
-6.329748,44.168797,5.5,mid_5_5_6
-31.699688,-10.17934,6.0,mid_5_5_6
-12.819128,-24.293402,6.0,mid_5_5_6
-37.789505,2.7520263,5.5,mid_5_5_6
42.13636,-20.040653,9.0,very_high_8_5_9
8.008462,-23.500975,4.0,low_0_4
11.655387,21.62993,7.0,upper_mid_6_5_7
-2.865993,9.272545,7.5,high_7_5_8
17.035378,24.394342,6.5,upper_mid_6_5_7
1.0832411,30.948898,6.5,upper_mid_6_5_7
13.529351,9.232518,7.0,upper_mid_6_5_7
12.848549,20.826805,5.5,mid_5_5_6
-35.425045,21.794292,6.5,upper_mid_6_5_7
-0.28560477,43.440437,7.0,upper_mid_6_5_7
-9.057364,5.0422053,7.5,high_7_5_8
33.448036,-20.79386,3.0,low_0_4
-39.39838,16.087782,7.5,high_7_5_8
-12.052837,0.0026640806,5.5,mid_5_5_6
7.0564666,11.956833,4.0,low_0_4
35.989254,-14.3798,7.5,high_7_5_8
-9.347257,-22.324213,6.5,upper_mid_6_5_7
-3.0560975,40.466225,3.5,low_0_4
-14.376233,2.118313,7.0,upper_mid_6_5_7
2.8498824,10.459708,6.0,mid_5_5_6
-9.420368,-15.064092,6.0,mid_5_5_6
1.5031623,2.456309,8.5,very_high_8_5_9
-7.3464866,-0.35475823,7.5,high_7_5_8
3.1714814,-7.4421163,7.0,upper_mid_6_5_7
-23.344671,18.29873,7.0,upper_mid_6_5_7
12.183383,12.126978,5.5,mid_5_5_6
38.193497,-4.4442644,8.5,very_high_8_5_9
35.37609,-7.0945506,8.0,high_7_5_8
10.037873,-2.7517767,6.5,upper_mid_6_5_7
-20.865599,-5.7377596,6.0,mid_5_5_6
21.830511,4.7199697,3.5,low_0_4
-19.28276,-11.377984,5.5,mid_5_5_6
11.674143,21.896378,6.0,mid_5_5_6
-6.100132,12.9315815,6.0,mid_5_5_6
23.108345,2.6327996,3.5,low_0_4
6.0646205,13.051085,6.5,upper_mid_6_5_7
0.42696017,6.5214925,8.5,very_high_8_5_9
-6.1237493,46.444817,6.5,upper_mid_6_5_7
-37.86872,4.026616,6.0,mid_5_5_6
-12.953045,-17.45391,6.5,upper_mid_6_5_7
27.562698,15.342349,2.0,low_0_4
0.40048364,-28.938251,1.5,low_0_4
-32.470215,2.3386536,6.5,upper_mid_6_5_7
36.93416,-1.3631853,7.0,upper_mid_6_5_7
22.575453,18.49317,3.0,low_0_4
31.281874,-0.45712528,6.5,upper_mid_6_5_7
-16.174337,-26.059958,7.0,upper_mid_6_5_7
-20.31347,16.522213,6.5,upper_mid_6_5_7
32.364807,-14.8551445,4.0,low_0_4
-3.5335708,-32.099464,2.5,low_0_4
17.757944,10.729962,6.5,upper_mid_6_5_7
-35.485825,21.799278,6.0,mid_5_5_6
25.75446,29.207157,6.5,upper_mid_6_5_7
50.081356,-1.483834,7.5,high_7_5_8
-20.471373,-7.092609,7.0,upper_mid_6_5_7
-23.506542,-10.688567,6.0,mid_5_5_6
-41.063534,12.924504,3.5,low_0_4
-19.955143,-21.547237,8.0,high_7_5_8
-2.0733843,-11.276382,7.0,upper_mid_6_5_7
36.103134,-10.928517,7.0,upper_mid_6_5_7
-0.34122247,-33.582348,2.5,low_0_4
16.207111,24.29735,2.5,low_0_4
19.041853,9.470249,7.5,high_7_5_8
-27.956507,21.2998,6.5,upper_mid_6_5_7
9.6234,2.8175426,6.0,mid_5_5_6
-9.867939,-17.476923,7.0,upper_mid_6_5_7
46.174553,-5.2117586,7.5,high_7_5_8
9.785202,-19.72646,3.0,low_0_4
-8.143158,6.883414,6.5,upper_mid_6_5_7
-0.113764964,-8.069797,6.0,mid_5_5_6
22.813227,1.9428024,3.5,low_0_4
0.59944683,14.062651,6.0,mid_5_5_6
13.915959,17.97749,5.0,lower_mid_4_5_5
-21.82921,-25.292913,6.0,mid_5_5_6
-36.169735,11.423091,6.5,upper_mid_6_5_7
12.898661,-6.089632,6.5,upper_mid_6_5_7
-28.280176,13.388293,6.5,upper_mid_6_5_7
36.610603,23.425554,6.5,upper_mid_6_5_7
24.011871,5.847101,3.5,low_0_4
60.74147,-15.607808,9.0,very_high_8_5_9
42.66878,0.45168632,6.5,upper_mid_6_5_7
19.666975,14.576972,6.0,mid_5_5_6
15.019562,15.951347,6.5,upper_mid_6_5_7
5.2950473,15.153979,6.5,upper_mid_6_5_7
-6.6604223,4.020474,7.5,high_7_5_8
-7.339749,-16.200775,6.5,upper_mid_6_5_7
0.58285624,-5.014684,6.0,mid_5_5_6
-24.73956,2.979675,6.0,mid_5_5_6
-5.96075,32.046238,5.5,mid_5_5_6
-12.853505,16.891312,4.5,lower_mid_4_5_5
-31.452263,1.5089161,7.5,high_7_5_8
-27.7516,-5.1527977,5.5,mid_5_5_6
43.755394,-0.12795271,7.5,high_7_5_8
16.06143,-16.284088,7.0,upper_mid_6_5_7
-15.705351,-20.03397,6.0,mid_5_5_6
42.930347,-12.364612,4.0,low_0_4
8.394812,31.083733,5.5,mid_5_5_6
-13.364557,-20.917753,7.0,upper_mid_6_5_7
-31.403166,-11.036879,6.5,upper_mid_6_5_7
56.4342,-16.266642,8.0,high_7_5_8
59.834,-18.25967,9.0,very_high_8_5_9
54.46161,-19.38844,7.0,upper_mid_6_5_7
-9.058534,-11.8636875,7.0,upper_mid_6_5_7
59.121822,-16.056795,7.0,upper_mid_6_5_7
-22.648918,15.741736,7.0,upper_mid_6_5_7
0.8843631,14.573997,6.0,mid_5_5_6
-7.1091523,-23.463099,5.5,mid_5_5_6
-0.007970581,-16.441116,6.5,upper_mid_6_5_7
17.296492,9.187552,8.5,very_high_8_5_9
38.189964,-1.2444059,6.5,upper_mid_6_5_7
-5.704491,-29.156143,5.5,mid_5_5_6
48.767868,-3.5295188,8.0,high_7_5_8
58.979027,-17.034542,9.0,very_high_8_5_9
16.784298,-8.041208,5.0,lower_mid_4_5_5
-29.813824,7.8116503,6.0,mid_5_5_6
14.796462,0.62515634,6.5,upper_mid_6_5_7
-9.661134,26.595337,5.5,mid_5_5_6
-4.1392393,-5.558489,6.0,mid_5_5_6
14.787718,-6.2737355,7.5,high_7_5_8
-39.296726,-6.169028,5.5,mid_5_5_6
-21.010057,-4.9997783,7.5,high_7_5_8
-2.1841173,-2.1318297,8.0,high_7_5_8
-2.2676554,-22.448126,4.5,lower_mid_4_5_5
-10.104884,-6.635661,7.0,upper_mid_6_5_7
39.547302,22.589703,3.0,low_0_4
30.313227,-15.524575,4.0,low_0_4
-13.350861,8.17654,4.5,lower_mid_4_5_5
-27.423002,18.780622,6.0,mid_5_5_6
11.478,-0.013292746,6.0,mid_5_5_6
14.436175,-5.8120055,7.0,upper_mid_6_5_7
-7.5413527,-13.159275,6.0,mid_5_5_6
-27.943022,9.768869,3.5,low_0_4
34.159298,-5.107808,6.0,mid_5_5_6
6.145561,-29.357033,3.5,low_0_4
-33.75837,15.039507,8.0,high_7_5_8
-29.316544,-5.2464776,8.0,high_7_5_8
-26.865877,25.370033,5.5,mid_5_5_6
-13.614798,-18.25537,6.0,mid_5_5_6
8.110115,-23.483887,4.0,low_0_4
1.8888689,28.824604,3.0,low_0_4
15.884048,17.70248,5.5,mid_5_5_6
-22.02881,0.6554034,6.5,upper_mid_6_5_7
9.826546,24.179497,6.5,upper_mid_6_5_7
18.17496,-3.615495,3.0,low_0_4
5.80218,-12.480976,6.5,upper_mid_6_5_7
6.5346847,0.3619314,3.0,low_0_4
-19.511856,-19.00839,7.5,high_7_5_8
-28.460255,-3.8520653,7.5,high_7_5_8
29.774435,-12.966348,9.0,very_high_8_5_9
-8.846186,-31.522032,4.5,lower_mid_4_5_5
19.316061,19.853966,5.0,lower_mid_4_5_5
5.2845616,5.593821,7.5,high_7_5_8
-14.915529,-6.232917,6.5,upper_mid_6_5_7
12.084998,23.354708,6.5,upper_mid_6_5_7
-0.5406497,-32.898983,2.5,low_0_4
-25.276077,17.272247,6.5,upper_mid_6_5_7
-6.107113,0.72102123,7.5,high_7_5_8
26.53286,22.898035,7.5,high_7_5_8
31.30897,-18.265636,5.0,lower_mid_4_5_5
-26.989782,7.463338,7.5,high_7_5_8
-23.330105,9.481078,8.0,high_7_5_8
-41.598583,-1.0061527,6.0,mid_5_5_6
-3.1841466,10.315475,7.5,high_7_5_8
-29.61157,13.738774,6.0,mid_5_5_6
-1.4116096,45.46812,6.0,mid_5_5_6
11.503891,-31.793596,3.0,low_0_4
8.768018,21.68096,6.0,mid_5_5_6
42.620743,-13.872832,5.5,mid_5_5_6
-38.251637,1.3598205,6.0,mid_5_5_6
-10.000976,7.465187,8.5,very_high_8_5_9
45.70613,4.367064,7.5,high_7_5_8
-4.042217,-7.0838523,7.0,upper_mid_6_5_7
-1.9088343,-13.067019,6.5,upper_mid_6_5_7
-38.691486,3.2212882,7.5,high_7_5_8
6.59829,22.83835,6.5,upper_mid_6_5_7
40.486336,-16.94674,9.0,very_high_8_5_9
15.104285,19.775997,7.5,high_7_5_8
-20.717083,-15.348523,7.0,upper_mid_6_5_7
2.8013864,5.9685173,4.0,low_0_4
54.516537,-20.57554,8.0,high_7_5_8
55.200756,-16.089924,8.0,high_7_5_8
-7.0127935,-8.61983,5.5,mid_5_5_6
-20.323774,-9.6797695,6.5,upper_mid_6_5_7
6.031771,29.500128,6.5,upper_mid_6_5_7
-32.06666,-4.565946,6.5,upper_mid_6_5_7
-24.469791,20.395605,6.0,mid_5_5_6
-19.211493,3.4669826,3.5,low_0_4
7.5318117,-32.695126,0.5,low_0_4
-16.438524,21.022608,7.0,upper_mid_6_5_7
-17.01719,3.204686,8.0,high_7_5_8
50.120743,-3.2642372,8.0,high_7_5_8
-27.42116,17.641964,4.0,low_0_4
2.5301542,-10.609024,7.5,high_7_5_8
45.757366,-7.3884716,8.5,very_high_8_5_9
11.873682,-13.207198,6.5,upper_mid_6_5_7
15.629809,-18.52005,5.5,mid_5_5_6
-2.8478885,43.552338,6.0,mid_5_5_6
-11.176507,-14.443758,6.0,mid_5_5_6
17.133245,6.347652,7.5,high_7_5_8
33.72028,-16.128454,4.0,low_0_4
38.243664,-18.48178,9.0,very_high_8_5_9
49.121807,1.3167901,8.0,high_7_5_8
10.995033,16.465242,5.5,mid_5_5_6
-35.300697,-2.9712682,6.0,mid_5_5_6
-4.607712,-11.106705,7.5,high_7_5_8
5.510694,-2.8404932,8.0,high_7_5_8
-20.40893,5.6073413,7.5,high_7_5_8
0.12772885,4.6608953,8.0,high_7_5_8
-31.652924,11.726645,8.0,high_7_5_8
6.3519206,29.92367,5.5,mid_5_5_6
-25.064865,-1.7050375,7.5,high_7_5_8
29.008614,8.823169,6.5,upper_mid_6_5_7
-1.9721906,27.757742,5.5,mid_5_5_6
55.550766,-17.73912,8.0,high_7_5_8
-26.59182,-5.208965,6.0,mid_5_5_6
-9.062146,7.170426,6.0,mid_5_5_6
-8.254894,7.776728,6.5,upper_mid_6_5_7
-17.591984,-14.074464,7.0,upper_mid_6_5_7
6.362424,10.061172,8.5,very_high_8_5_9
50.57574,-4.329935,8.0,high_7_5_8
12.56643,2.9872708,6.0,mid_5_5_6
-2.4251688,-31.11931,3.5,low_0_4
-14.188485,-34.852337,4.5,lower_mid_4_5_5
36.55512,20.99526,4.5,lower_mid_4_5_5
50.81723,-0.6937061,8.0,high_7_5_8
24.645956,16.352003,7.5,high_7_5_8
47.904907,-3.8091917,8.5,very_high_8_5_9
1.7220995,4.8327675,6.5,upper_mid_6_5_7
20.154879,-12.214066,4.0,low_0_4
10.989963,4.6256924,6.0,mid_5_5_6
4.077346,-15.069185,6.0,mid_5_5_6
-4.79985,42.680523,5.5,mid_5_5_6
9.2357,31.692312,2.5,low_0_4
-37.79323,2.8141508,7.5,high_7_5_8
-20.280169,-22.854734,7.0,upper_mid_6_5_7
39.47754,-3.8025434,7.0,upper_mid_6_5_7
58.010128,-19.079237,7.0,upper_mid_6_5_7
4.131107,-25.860693,2.0,low_0_4
-21.016699,1.2892184,7.5,high_7_5_8
16.91261,20.380793,2.5,low_0_4
42.31742,-18.90715,9.0,very_high_8_5_9
-34.30094,-4.388145,6.5,upper_mid_6_5_7
-5.4088054,-14.408822,6.5,upper_mid_6_5_7
-30.210695,12.516846,5.0,lower_mid_4_5_5
-25.344112,-6.110624,7.5,high_7_5_8
2.8939514,-13.839939,5.5,mid_5_5_6
-17.454168,-17.854864,7.0,upper_mid_6_5_7
-20.199022,-21.882996,6.5,upper_mid_6_5_7
34.773987,-20.132196,4.0,low_0_4
6.7626143,13.144789,6.5,upper_mid_6_5_7
33.336807,22.725903,6.0,mid_5_5_6
-23.806465,-4.70657,8.0,high_7_5_8
-0.9234598,12.831913,5.0,lower_mid_4_5_5
-32.442715,11.115747,7.5,high_7_5_8
-33.922127,16.284393,7.0,upper_mid_6_5_7
-21.8875,-6.4605937,8.0,high_7_5_8
-21.205809,20.500801,6.0,mid_5_5_6
-25.195293,20.819775,6.0,mid_5_5_6
9.291549,14.466049,5.5,mid_5_5_6
45.228775,-4.698144,6.5,upper_mid_6_5_7
-5.4733,-6.24587,9.0,very_high_8_5_9
9.334269,15.14268,5.0,lower_mid_4_5_5
-39.811657,4.06044,6.5,upper_mid_6_5_7
-20.11756,-28.648848,7.0,upper_mid_6_5_7
-36.917255,6.30515,8.0,high_7_5_8
50.745186,0.96432793,8.0,high_7_5_8
34.153313,-10.51331,9.0,very_high_8_5_9
-23.373598,11.128447,6.5,upper_mid_6_5_7
-27.440676,29.507154,8.0,high_7_5_8
-8.943283,22.037657,6.0,mid_5_5_6
-8.454053,-12.488592,6.0,mid_5_5_6
-32.588776,6.6199164,6.5,upper_mid_6_5_7
-13.889891,-37.897533,3.5,low_0_4
2.880723,-22.009054,4.0,low_0_4
19.38867,11.674681,3.5,low_0_4
5.6769524,29.257702,6.5,upper_mid_6_5_7
-0.49982765,-18.499002,7.0,upper_mid_6_5_7
-6.298921,-31.300497,5.5,mid_5_5_6
36.098324,-7.594487,6.5,upper_mid_6_5_7
-5.0276,-2.944692,8.5,very_high_8_5_9
-0.6541102,31.059092,4.0,low_0_4
-9.581376,-4.688957,6.5,upper_mid_6_5_7
13.490778,-0.4090324,7.0,upper_mid_6_5_7
9.531335,5.616125,6.0,mid_5_5_6
-10.536121,-37.84686,4.0,low_0_4
0.0008106362,-30.473717,2.5,low_0_4
7.4533906,-2.4878688,6.5,upper_mid_6_5_7
-17.117546,21.673298,8.0,high_7_5_8
-0.107187934,-6.2108064,4.0,low_0_4
-18.585897,11.043874,7.0,upper_mid_6_5_7
7.2118144,0.54063755,4.0,low_0_4
0.8187371,37.49115,7.0,upper_mid_6_5_7
-29.125416,-12.274547,4.5,lower_mid_4_5_5
-28.681982,-10.120685,6.5,upper_mid_6_5_7
-28.342247,13.603157,6.5,upper_mid_6_5_7
15.883549,27.03339,4.5,lower_mid_4_5_5
-30.918558,24.3008,6.5,upper_mid_6_5_7
-24.350197,0.26195866,7.0,upper_mid_6_5_7
-5.404543,13.121068,6.0,mid_5_5_6
2.6260178,-14.367146,6.0,mid_5_5_6
-3.6819751,22.461859,6.0,mid_5_5_6
40.16093,-9.135834,7.5,high_7_5_8
-35.355618,17.392977,3.0,low_0_4
10.593502,26.141245,5.5,mid_5_5_6
-35.517197,-11.888486,2.5,low_0_4
14.995729,-17.911074,6.5,upper_mid_6_5_7
51.81566,-16.31365,8.0,high_7_5_8
-29.484558,23.093052,7.0,upper_mid_6_5_7
1.6690536,29.376299,6.5,upper_mid_6_5_7
1.8106527,-30.431974,2.5,low_0_4
6.415049,-16.107416,1.0,low_0_4
10.348719,-4.539314,7.0,upper_mid_6_5_7
-33.354473,18.829065,5.0,lower_mid_4_5_5
-33.187637,18.55153,6.0,mid_5_5_6
-27.01853,-2.9447443,8.0,high_7_5_8
-32.44762,6.3578763,6.5,upper_mid_6_5_7
-38.1713,19.20448,5.5,mid_5_5_6
-18.682428,27.630573,3.0,low_0_4
49.44439,-0.9520535,8.5,very_high_8_5_9
8.174745,30.636635,6.5,upper_mid_6_5_7
0.42620903,-30.301825,2.5,low_0_4
-39.64458,8.623489,6.0,mid_5_5_6
-27.620901,23.614698,8.5,very_high_8_5_9
3.825454,-26.919773,1.5,low_0_4
-10.657089,18.114927,7.0,upper_mid_6_5_7
2.215512,11.988973,5.5,mid_5_5_6
37.1941,-13.970962,9.0,very_high_8_5_9
56.97081,-17.673992,9.0,very_high_8_5_9
-20.958632,-12.279613,7.5,high_7_5_8
-3.7555351,-8.310551,6.0,mid_5_5_6
-22.349096,0.49221364,8.5,very_high_8_5_9
-5.9760427,-25.128006,3.5,low_0_4
-8.363382,2.984012,6.0,mid_5_5_6
-26.43186,24.864689,6.5,upper_mid_6_5_7
16.20506,2.1593995,6.0,mid_5_5_6
26.618925,15.612569,6.0,mid_5_5_6
16.974314,-10.2650795,6.5,upper_mid_6_5_7
14.384736,-17.659065,5.5,mid_5_5_6
